Text,Rating,Sentiment
"Aku baru banget update aplikasinya. Pas aku mau pake efek yg digeser itu, gambarnya malah hilang. Setiap kali mau tag orang atau lokasi malah ga muncul. Trs aku update instastory pun malah kebalik gambarnya. Kok malah makin parah gitu.",1,Negative
"dari smua pengalaman sy memakai ig, ad 2 masalah yg sy alami. masalah story ig yang nge-stuck di thumbnail & masalah saat sy ingin meng-upload lagu dengan durasi 15 detik, tp pas ke-upload malah jadi 5 detik durasi lagu nya. ini gimana ya?! sy jadi tdk nyaman memakai apk Instagram ini lagi. tolong diperbaiki ya, trimakasi.",3,Neutral
"Tolong dong filter ig nya ga mau ke pake. Loading terus,pdhl uda di uninstal trus donwload lagi tapi masi g bisa. Wifi juga bagus kenceng. Tapi filter ig nya g bisa. Tolong di perbaiki.",5,Positive
"Padahal sudah update beberapa kali, tapi tidak bisa memasukan musik ig. Pencarian musik juga tidak sesuai dan tidak bisa di temukan. Sudah hampir setahun update tapi masih saja tidak bisa memasukan musik. Bagaimana ini aduh eh kayapa kayainian banar, kada rami main ig jadinya kada asik lalu. Payah cemen ahhhh, coba pang kawanan lain bisa ja. Kenapa igku kada kawa. Gak asyik banar kam ehh.",1,Negative
"Beberapa kali terlambat updating/upgrading kalo ada fitur baru, smp skrg blm ada love button d kolom komentar jd gabisa nge like sg even sdh d update, banyak lagu yg ada d postingan org² tp di saya tdk bsa d dengar dgn ket. Lagu tdk tersedia (?), tampilan interface feed ny juga jd krg menarik krna full layar, Smg bsa segera diperbaiki 👍🏻",2,Negative
"Instagram ngelag pas ngescroll komentar, tiba"" aplikasinya terkeluar sendiri pdhl wifi lancar, udh perbarui perangkat dan memori jg gk full. Pas pake filternya jg rada lemot munculnya. Mohon diperbaiki🙏🏻",1,Negative
"Tolong diperbaiki.. soalnya ini gatau kenapa ketika saya membuka aplikasi nya, hanya muncul dan stuck layar hitam doang. Sekali lagi tolong diperbaiki, sy sudah mencoba mengahpus apk nya dan datanya beberapa kali sama aja. Terimakasih.",5,Positive
Kasih bintang 3 dulu maaf karrna bagusan yang dulu gak ribet lebih nyaman yang dulu di beranda sekarng sekali buka postingan malah geser semua dan fitur jumlah like dan siapa saya yang ngelike tolong diaktifin dan untuk efek filter ig knp gk bisa digunakan ya muter terus padahal sinyal bagus?; apa gara gara hp wkwk tlg segera diperbaikki ya makasih,3,Neutral
"Aplikasi Ig dengan fitur nya yang lengkap, sudah lebih dari cukup, untuk membantu pengguna, berinteraksi dengan fitur yang efektif👍🏻, semoga tidak update Tan terbaru, supaya memo saya tidak meledak🤣",5,Positive
"saya ingin tag akun sec acc saya, tb tb malah ke tag akun temen saya. tolong di perbaiki lagi ya aneh banget aplikasinya.",1,Negative
"Entah apa yg bermasalah kalau saya instastory buat video skrg gak bisa notifnya terjadinya kesalahan pada video ini. Padahal filternya skrg bagus"" tapi cuma bisa foto aja gak bisa video. Saya juga udh upgrade tapi tetep gak bisa, padahal video dari kamera HP gak ada masalah hanya di IG saja yg bermasalah ☹️",2,Negative
"Versi Terbaru tidak bisa ""RESIZE"" untuk ""TEKS STORY"" masih mending yang lama,. Dan ga bisa di edit untuk teks yang pertamanya setelah enter., Terus ga bisa ""MOVE"" untuk teks yanv pertama.. mohon diperbaiki BUG nya..",3,Neutral
"please tolong jawab bagaimana cara mengembalikan foto/video yg menandai kita yg sudah kita arsipkan, karena pas saya tekan ""pelajari selanjutnya"" tidak ada pilihan untuk mengembalikannya:(((( dan kalo emang ga ada/ga bisa tolong tambahkan fitur seperti itu, saya mohonnnn. menyesal rasanya menyembunyikan itu semua, karena biasanya yg namanya disembunyikan bisa ditampilkan kembali bukan benar2 ""dibuang"". tolong🙏",1,Negative
beberapa hari ini aplksi instgrm saya knpa gabisa d buka ya ada yg bis bantu mungkin?,4,Positive
"beberapa hari ini ig ku ngelag melulu,harus hapus data dulu masukkan email lagi baru bisa masuk. setelah keluar ngelag lagi hapus data lagi masukkan email lagi untuk masuk dan seterusnya begitu. padahal ram ponsel masih cukup banyak dan jaringan juga stabil.",1,Negative
ini tolong banget ini kenapa klo mau keluar dri apk nya trus masuk lgi pas mau buka pesan cht gt itu knp lama banget loading nya pdhal jaringan saya bagus ini lama banget loading nya tolong ini di perbaiki iyaa. saya tidak nyaman seperti ituuu,2,Negative
risih sama update sekarang mau lihat deskripsi konten malah buka komen buat capek mata liat liat ke bawah mulu,1,Negative
"Devolever tolong dong perbaiki aplikasinya ini apk udh sangat bagus tapi knp di hp saya ini pas kmrin beli terus login ig dan smua filter bisa tapi setelah di update malah bnyk yang ga bisa di pakek bacaannya""tidak dapat memuat efek"" dan yang bisa hanya efek' yang alay gitu tolong dong min baru x ini ig saya filter nya ga nyman bgt pdhl satu' nya paling berharga di ig yah itu kepuasan dalam fitur' bagian potret/kameranya dan knp juga tiba' di ig saya tdk ada ptbhotnya tolong di perbaiki dong pls",1,Negative
"Kok akun ig saya di bandingkan dan di non aktifkan ya,, makin tidak jelas ig sekarang,,padahal gak buat hal hal yang aneh saya",1,Negative
"Pembaruan aplikasi terakhir ini, kelemahannya muncul saat akan menuliskan atau mengedit caption postingan. Kelemahannya yaitu halaman terpotong/terbagi oleh keypad hape. Harusnya saat menuliskan caption dan kolom yg terlihat sudah habis, caption bisa digeser/ditarik ke atas, tetapi ini tdk bisa sehingga saat menulis lanjutannya tertutup oleh keypad huruf hapenya. Ini terjadi di device Realme 3 pro dan Honor 9 lite ku.",3,Neutral
kenapa hk bisa di hp saya ini bacanya muat ulang mulu😫😫,5,Positive
"Apknya bagus dan berguna juga,, tapi ada satu saran dari saya buat instagram,, saya tuh mau ada fitur timernya ,jadi pas kita lagi selpi atau poto poto tuh gaya nya gak jempol mulu emng gak bosen liat jempol mulu,, tapi bagus kok apk nya buat kalian yang mau donwload gw saranin banget ,, tapi sekali lagi tolong ditingkatkan 🙏🙏🙏untuk kameranya mau ada fitur timernya!. Semoga membantu...............!! Sekali lagi ini tuh apk nya bagus banget...",5,Positive
"kalau sering ke update bukannya tambah bagus tapi tambah jelek, gabisa upload postingan apalagi buat skeedar tag akun temen di captionnya tidak bisa belum foto yang biasanya tidak muncul padahal jaringan internet bagus",1,Negative
"Aplikasi nya ko jadi kaya gini ko saya ga bisa nulis caption di video yg mau saya upload padahal saya udh tulis caption nya tapi pas diupload caption nya ilang trs ada kata"" Suntingan anda belum disimpan coba lagi,, jadi gimana dong tolong dari pihak instagram segera diperbaiki permasalahan yang saya alami ini,, terus yang kedua saya ga bisa menyukai postingan orang lain kenapa ko bisa seperti itu,, tolong perbaiki secepatnya 🙏🙏",1,Negative
"Mohon maaf sebelumnya, saya sebagai pengguna Instagram merasa terbantu dengan fitur Instagram yg menarik tetapi mengapa ketika Instagram semakin di update justru banyak tampilan yg sudah oke malah diubah. Misalnya, ketika buat story lalu beralih pilihan 'hands free' yg biasanya durasinya lama kok skrg cuma bisa sekali putar doang? Mohon diperbaiki 🙏",2,Negative
Kembalikan filter pencarian seperti dulu,1,Negative
"Ini abis update reel kenapa engga bisa memuat kabar terbaru ya? Di refresh engga muncul"". Problem apa ini? Tolong di perbaiki. Udah bersihin, unistall, install, restart hp, dsb tetep engga ke refresh feednya malah engga muncul apa"" sama sekali. Tolong yg sama kasih tau gimana caranya, udah nyari di internet tp tetep engga ada feedsnya gitu.",3,Neutral
Saya sangat nyaman dengan aplikasi ini tetapi ada satu hal yg tidak bisa dimengerti. Saya ingin mengambil gambar di Instagram namun tidak ada filtur yg seharusnya ada (tata letak) dan sudah saya coba beberapa kali menghapus data dan unistal apk dan merestar hp nya tetapi sudah berapa kali saya coba tetap hasilnya begitu? Mohon kerja samanya 🙏🏻,4,Positive
"Mohon diperbaiki lagi.. di ig temen ada fitur repost storynya temen pas di tag, di hp gua g ada... Jga pas mau ngepost fto g ada sticker buat naruh hastag, bukan cuma itu.. di bagian fitu superzoom efek di ig gua dikit, di hp tmen malah banyak.. slah satu contoh yg g ada efek di fitur superzoom gua tuh efek ""pantul"". Mohon di fix",1,Negative
"Instagram jelek banget sekarang fitur nya, udah deh pliss buat developer mending hilangin fitur yang gak guna kaya catatan di postingan/video, terus kalo kita komen dan like video/postingan orang lain plis jangan keliatan sama follower kita kalo kita pernah komen dan like postingan itu soalnya privasi! ilangin aja, mending buat fitur yang unfoll kita di akun Instagram bisa keliatan, sama adain lagi fitur flipside di ig, dan format profil Instagram tolong kembalikan seperti sebelum update an 2025",1,Negative
"Makin kesini apk nya makin ga jelas, ketika sedang mengaktifkan keamanan dua faktor tetapi terus menerus ga bisa ketika sudah di coba berkali-kali. Padahal dgn tujuan agar akun nya bisa aman dari pencurian / peretasan.",1,Negative
Mohon bantuan instagram.. setiap saya membuka instan story selalu memuat ulang & story highlights juga memuat ulang. Padahal semua yg ada di story highlight penting2 eh malah gak bisa dibuka:( Tolong dong diperbaiki. Terimakasih 🙏,1,Negative
"Tolong pihak Instagram agar fitur klik video masuk ke seperti igtv DIHILANGKAN, karena anoying/ membosankan, saya lebih suka Instagram yang dulu. simpel, tidak ada menekan video masuk ke halaman lain yang seperti igtv.... Tolong itu dihilangkan 🙏🙏",3,Neutral
Tolong kembalikan ke fitur sebelum update dong...dimana saat upload foto di story Instagram langsung bisa mengkolase(menggabungkan foto) secara otomatis ada pilihan tata letak atau mau 1 frame....ini setelah diupdate malah tidak bisa otomatis untuk kolase foto di story...harus manual satu satu ...ini merepotkan 🙏🙏🙏🙏mohon kembalikan fitur seperti sebelum update,5,Positive
Aplikasinya sudah bagus banget bisa nemu temen baru dan sebagainya tapi saya tidak suka saat lihat video pasti itu videonya 🔞. Jadi saya mohon untuk video video yang mengumbar aurat itu mohon tidak di perbolehkan atau di blokir ya atau pun untuk developer nya membuat sesuatu yang bisa memferifikasikan konten yang benar dan tidak benar nya itu saja.,3,Neutral
"Apk nya bagus, namun kadang saya masih menjumpai bug contohnya bug status. Saat sedang melihat status following tiba2 video statusnya berhenti(bug) namun suaranya msih jalan, mohon untuk developer untuk diperbaiki bug tsbt",3,Neutral
Sejak update aplikasi instagram fitur pencarian musik di ig banyak musik yang viral tidak tersedia... Yang ada hanya musik barat dan yang tidak dikenal... Mohon diperbaiki.. Saya sudah 1 minggu mengalami bug seperti ini,1,Negative
"buat instgram, banyak pengguna akun yang mengeluh karena tombol repost story mereka hilang termasuk saya, itu terjadi di akun yang sudah lama, jadi tolong buat instagram munculkan kembali tombol repost storynya, karena bnyak dari mereka menggunakan aplikasi insta mod, saya tau instgram menghadirkan fitur baru (BAGIKAN ULANG) cman menurut saya itu tidak efektif, aplikasi ini bagus, yaa cman itu kurangnya, jadi buat pihak instagram tolong segera di munculkan MOHON MAAF BUAT BINTANG 1 terima kasih",1,Negative
Sering lemot dan video buffering nya lama. Padahal pake wifi kecepatan 50 mbps dan hp prosesor Snap Dragon kelas atas. Tolong segera di fix apk mya.,1,Negative
"jujur aku sukaa banget sama instragam ini,bisa mosting mosting video,foto,juga bisa live juga,dan juga ada efek efeknya,tapi yang gak aku suka adalah,terjadinya bug tiba tiba dan iklan tiba tiba,itu bikin kesellll banget,apalagi saat login Ig nya itu kadang gak bisa,harus tunggu beberapa jam,itu lama banget,padahl akunya juga aku butuhin banget buat ngebisnis, itu saran dari aku,semoga bisa diperbaiki,makasih!",4,Positive
apl ya sangat bagus saya suka banget sama apl ini,5,Positive
"Ada konten menjijikan di feed, saya buka lalu saya klik profil untuk memblokir. Setelah itu saya refres feed, ternyata malah banyak konten serupa bermunculan di feed saya..... Feed Instagram saya banyak konten menjijikan, hanya karena saya memblokir beberapa akun yg pernah memposting konten menjijikan. Halo programer, saya membuka konten difeed karena ingin memblokir, bukan karena tertarik, jadi jangan ditampilkan terus. Buat Algoritma ulang tentang ini!",1,Negative
"INI KENAPA DAH PASSWORD UDAH BENER TETEP DISALAHIN, MASUK LEWAT WEB JUGA BISA, KENAPA LEWAT APP INI GABISAA DISALAHIN MULU PSWORNYD",1,Negative
Sangat membantu dan membuat kenyamanan bersosial media,5,Positive
"Permisi yang terhormat, knp ya ig ku kalau update tetep aja gk ada yang berubah termasuk filtur terbaru, seperti cerita di pesan, punya temen saya ada filtur lagu, sedangkat punya saya tidak, dan untuk pesan tidak bisa di geser, mohon dilengkapi dan diperbaiki terima kasih",3,Neutral
"Aplikasinya udah bagus tapi kok kalau mau ngelike video ataupun foto selalu muncul coba lagi padahal jaringan bagus kok. Trus muncul tulisan ""kami membatasi aktivitas Tertentu untuk melindungi komunitas kami. Beritahu kami jika menurut Anda kami melakukan kesalahan, trus ada option beri tahu kami sama oke. Nnti d pilih ehhh tetep aja muncul trus dn ngga bisa ngelike. Mohon di perbaiki🙏",4,Positive
Gak suka dengan instagram yg skrng karena setiap di update bukannya tambah baik dan bagus malahan instagram gak bisa di buka langsung keluar sendiri ... padhal udah di uninstall dan install lagi dll tetep ajah gak bisa .... padahal udah banyak yg mengeluh tapi tetep ajah gak ada pihak instagram yg merespon ... jujur sebagai pengguna ig selama 4 thn ini saya merasa sangat sangat sangat kecewa karena tidak ada tindakan perbaikan apapun itu ... sekian,1,Negative
"Sekarang kalau foto kamera belakang tidak bisa lagi pencet tombol volume langsung ke foto padahal itu sangat membantu jadi klu foto kamera belakang harus pencet tombol di layar, makin kesini update Instagram makin nyusahin bukannya makin mudah malah makin susah 👎👎👎👎😒😒",1,Negative
"Instagram kenapa?? Setelah di update malah makin susah login, udah gitu banyak bug yang gak guna, malah jadi kemunduran fitur, akses,tampilan dll. Secepatny tolong di perbaiki agar instagram tidak di tinggal penggunanya seperti BBM",1,Negative
"Kecewa banget Tiba-tiba IG saya tidak bisa untuk rekam video, fitur handsfree, dan zoom, hanya bomerang dan foto yg bisa, sudah saya coba beberapa hal seperti menguninstal dan menginstal kembali tetapi tidak ada perubahan MOHON BANTUANNYA YA PIHAK INSTAGRAM 🙏🙏🙏",2,Negative
Gw kecewa sama instagram sekarang semenjak sering update masa pas mau upload video ukuran nya gak bisa normal ya kayak ngezoom sendiri kan gak enak kepotong dan anehnya masa pas liat video nya lag suara sama detik nya kok tetep berjalan?! Pokok nya gw kecewa dengan instagram 😡😠,1,Negative
"Ass... bapak/ibu Apknya sangat bagus apalagi fitur foto yg dilengkapi efek yg bagus dan keren2 tapi hanya 1 yang kurang yaitu fitur timer di fitur potonya,klw timernya ad pasti apk 99% terthebest tidak bisa 100% krna kesempurnaan hanya milik tuhan",5,Positive
sangat membantu dalam menyimpan moment2 terbaik bersama keluarga tercinta,5,Positive
aplikasi bagus dan sangat bermanfaat,5,Positive
Itu instagram saya kok banyak bug nya ya . Dari tidak bisa mengakses vidio padahal kuota saya masih banyak dan sinyal bagus. Dan tidak bisa menggunakan filter lalu kadang kadang log out sendiri akun nya padahal saya sudah membangun pengikut saya sampai 100 pengikut dan hasilnya harus bikin akun lagi padahal aku sudah memasukan kata sandi dengan benar tapi sama saja,3,Neutral
Kenapa si sekarang jadi sering pembaruan ini aplikasi. Klo buat upload video lama banget kadang suka berhenti dan keluar sendiri. Paketan data ada bagus tolong donk jangan apa apa pembaruan klo masih lelet suka keluar sendiri.,2,Negative
"Jelek banget, masak fitur baru saja dihapus dihilangkan.",1,Negative
"di instagram saya ga bisa masukin sorotan lagi, ini gimana coba?",5,Positive
Instagram jelek banget instagramku biasanya dihapus sama yang punya Instagram Instagram,4,Positive
Sangat baik untuk mencari informasi dan berbagi informasi.,5,Positive
"Sekarang setiap upload video musik dari galeri sendiri pasti suaranya pecah kayak SUARA ROBOT, padahal video instagram saya yang dulu bagus-bagus aja kualitas suaranya, sekarang malah DOWNGRADE. Instagram 64kbps kalah oleh tiktok yang sudah 128kbps. sekelas aplikasi besar kok ketinggalan zaman?",1,Negative
"Update instagram sy kasi bintang 2 dari bintang 3, setelah terupdate bukannya tambah canggih malah tambah lemot. Foto dalam igs tidak bisa di simpan diperangkat telepon, hanya muncul tulisan memproses. Tolong diperbaiki lagi.",2,Negative
"Woyyy lahh kenapa ig sekarang klo cari filter gak muncul2 di pencarian juga tidak ada, filter yang udah ke simpan dari lama pada hilang pliss di perbaiki, soal nya ig pas di update bukan makin enak tpi makin sulit",1,Negative
Permisi..kenapa instagram efek kamera sekarang ga ada ya trus kdg klo mau nge posting foto eror..tolong diperbaiki ya..trus kok ngubah poto profil kagak bisa..katanya cobalagi dilain waktu..tp ttp sama aja hasilnya..ini aku hapus dan download lagi...agak kecewa sih,2,Negative
"Aplikasi instagram sudah saya update tetapi fitur fitur barunya tidak muncul, Sudah berkali kali saya update tetep ajaa yg muncul fitur fitur lawas. Tolong dong diperbaiki agar fitur fitur terbaru muncul di akun instagram saya.",3,Neutral
Ig salah satu media yang terpavorit dimasa kini. Sukses selalu buat ig. Dan semoga semakin di tingkatkan fitur fiturnya baik pada android yang versi rendah hingga ke tinggi sehingga pengguna lebih memudahkan dalam penggunaanya. Terima kasih instagram,5,Positive
"Kenapa ya saya sudah perbaharui versi yang paling terbaru tapi tetap gaada pembaharuan seperti tidak ada fitur highlight dan tidak bisa melihat highlight orang lain,fitur stories archive,fitur IGTV tidak ada? Tetapi ketika saya masukin akun orang lain semua fitur tersebut ada. Tolong perbaiki",1,Negative
"banyak bug, video di postingan kita gabisa di play, video di sg kadang gabisa add lagu dan masih banyak bug lainnya lagi. update mulu yang ada makin gajelas nih aplikasi.",1,Negative
"makin di upgrade kok malah gak bagus ya....setiap mau di buka tulisannya""instagram terhenti"" tolong dong diperbaiki, awalnya saya kira pas di upgrade makin canggih ehhh tau nya malah jadi kayak apk gak guna, perbaiki lagi tolong ya",1,Negative
"Kurang bagus nih setelah update makin payah,terutama untuk fitur musiknya masa banyak lagu yang tidak bisa terbaca bahkan lagu indonesia sendiri banyak yang tidak bisa terbaca? aplikasi instagram makin kesini makin payah,coba perbaiki lagi deh lebih rutin!",1,Negative
"Biasanya instagram saya baik-baik saja. Tapi sekarang sering bgt kena bug, tiba"" aku hilang atau keluar sendiri. Bbrp fitur juga ilang seperti ""undang kolaborator"" dll, pdhl saya sudah update. Tolong segera bantu perbaiki bug dan semua kesalahannya serta kembalikan fitur-fitur yg hilang 🙏✨",1,Negative
"kemarin masalah musik, sekarang filternya buram/blur di wajah. sungguh instragram sekarang makin nggk jelas, pada males makai instagram. mau salahin kamera tapi fot biasa atau kamera tiktok jelas tidak blur/buram. SANGAT MENGECEWAKAN SEKALI!",1,Negative
"Seringkali update2 pada aplikasi instagram lama sekali untuk android, contohnya seperti fitur ""Your Activity"" sampai sekarang belum tersedia di akun saya, padahal saya sudah update ke versi terbaru, sedangkan teman saya dgn hp iOS sudah bisa menggunakan fitur tersebut, padahal saya membutuhkan fitur itu untuk membatasi jam bermain medsos.",4,Positive
"Bagus sih tapi masa filter nya makin dikit, sedih banget filter kesayangan aku harus lenyap entah kemana:( tolong dong kembaliin instagram yang dulu",4,Positive
"Tolong perbaiki error anda, saya Tidka bisa masuk di Ig kerna selalu gangguan, mulai dari November- Desember 2024 saya masih belum bisa log in tolong di perbaiki kenapa akhir2 ini banyak bug. Pakai keamanan anda kurang profesional dan mudah dibobol, sunguh menyedihkan. Cepat' perbaiki bung. Ok",1,Negative
Keren banget membantu buat semua kalangan baik bisnis maupun relisi relisi yang menjanjikan,5,Positive
Luar biasa bagus ♡ seisi instagram ini membuat saya jauh lebih menjadi tenang ketiga sedang mengalami masalah dirumah atau apapun:) tapi itu tadi terkadang kalo ingin nge story dengan efek dan filter di ig itu suka menggangu. Tolong diperbaiki yah kadang kadang juga susah dibuka efeknya Thank you:),5,Positive
"Ini kenapa si, pagi tadi bisa masuk ke Ig sekarang pas mau masuk apk nya ada tulisan ""aplikasi tidak terinstall"" terpaksa instal lagi, terus kurangi bug dong.. kaya mau post Vidio reels lama banget load nya. Kadang pas mau foto gbisa dipencet tombol kameranya",1,Negative
"please fix this bug, di hp xiaomi redmi 5 plus, ketika membuka video di explore, lalu scroll ke video lain, video yang pertama dibuka akan selalu mengulang diputar, padahal sudah scroll lihat video yang lain. sangat mengganggu karena suara di video pertama tidak bisa berhenti, harus force close instagram, dalam 1 hari bisa sampai 5 kali bug seperti ini. ketika bug sudah diselesaikan, akan saya rubah jadi 5 bintang",1,Negative
"Saat upload story sllu trjadi ""instagram trhenti"" mulai ulang aplikasi"" padahal sinyal bagus dan memory hp stabil (cache atau sampah sudah dihapus, apl ig update atau sudah di dowload ulang, hp direstart ulang) tp stiap kali buka ig masih sllu begitu, dan video story jg yg trsimpan sllu loading, macet2. Saya rasa kualitas ig semakin menurun, klo bisa diperbaiki agar apl instragram tdk mudah error dan tidak mengecewakan lg. Terimakasih",1,Negative
"Kenapa susah sekali untuk bikin story/reels yg pake lagu? Selalu dapat notif merah alias disuruh ngulang, padahal sinyal kenceng & lancar buat streaming youtube. Mau preview reels, gagal, alasannya ada yang error, coba lagi, coba lagi sampe berhari-hari gak ada perubahan. Instagram lagi ada masalah apa sih? Sampe bikin orang emosi terus..",1,Negative
"Aplikasinya bagus👍👍 tpi ada kendala sedikit mohon di update supaya filter filter bisa di dukung ke semua merk hp. Karena ada filter yg tdk bisa di gunakan karena bertulis ""filter tdk di dukung di perangkat anda"" mohon di update . Terima kasih sebelumnya🙏🙏🙏",5,Positive
"apk nya bagus cuman ada sedikit kok yg perlu d perbaiki 1.update nya itu lama sekali sy harus update berapa hari udah 5 hari nggk bisa d update 2.ada filter yg blur3.penyimpanannya lemot 4.hilang lagu 5.filter yg d simpan hilang sendiri ,bintang 4 dulu ya nanti kalau sudah d perbaiki ku ganti jadi 5 bintang untuk developer tlng d perbaiki ya sebelumnya sy minta maaf jika ada kata kata yg kurang berkenan dan menyinggung Trims",4,Positive
"Aplikasi bagus tp akhir akhir ini sering datang informasi Akun Adan ditangguhkan tanpa tau penyebab,mohon pihak Instagram lebih tingkatkan lagi terima kasih",3,Neutral
"Ini Instagram kenapa ya? Setelah update malah makin jelek bngt, fitur ngeliat reels di ilangin ini lag apa gmn ya soalnya di akun utama ada fitur reels nya tpi kok pas coba di akun kedua malah ga ada tolong ya diperbaiki lagi.",1,Negative
"Ig lagi kenapa sih ama gw masa setiap up video pas dibuka videonya jd warna item semua dan cm ada suaranya heran gw mah udah di update berkali kali masi aja tetep sama, trus up foto/video udah di mode full tp pas ke up malah di mode zoom, kesel ndiri ayolah semoga lekas membaik",4,Positive
"Sebenarnya bagus sih tapi ada beberapa masalah, kalau buka ig hanya muncul black screen saja padahal sudah di perbarui, di install ulang tetap tidak biisa. Jika di buka melalui ig web dan ig lite bisa namun jika dari aplikasi ig nya sendiri tidak bisa sama sekali. Tolong diperbaiki lagi kedepannya !",1,Negative
"woi Instagram kenapa lu nambahin fitur ganti nama panggilan di grup gara-gara lu nambahin fitur itu gua jadi diledekin sama temen gua gara-gara lu nambahin fitur gituan di ig, tanggung jawab luh!",3,Neutral
"kalo live kamera kita gelap dan tdk terlihat oleh orang yang di temani live, lirik lagu ngestuck tambah update tambah jelek",1,Negative
udah di update ko tetep gaada fitur kirim komen di story orang lain yaa,3,Neutral
Bagus bangeeeett!!? Karna saya dapat membuat sticer yang sangat bagus bahkan bisa menyimpan foto ataupun video yang dapat dilihat kembali..dan ada bermacam macam Ccp teks yang bisa kita tonton di Instagram..Ayoo nyesel loh kalo nggak download:>,5,Positive
cocok buat posting-posting di Instagram,5,Positive
Aplikasinya kadang-kadang Instagram yang bekerja tidak bisa dipakai Saya benci banget Padahal padahal data saya itu sudah sayang sama akan tetapi filternya tidak bisa dipakai katanya udah dibawain terus didownload berapa-berapa yang lainnya tidak bisa dipakai mohon diperbaiki ya Soalnya kalau kayak gitu Saya tidak bisa menggunakan aplikasi ini aplikasinya sering eror dan saat mau Fotokan pasti pilih-pilih filter terus saat pilih-pilih filter-filter nya nggak bisa padahal udah didownload,1,Negative
kenapa setiap saat mau bikin sg ada tulisan KESALAHAN ga sekali dua kali setiap mau post selalu gitu apalagi kalo pake musik atau terlalu lama di pencarian lagu/mengetik sesuatu,4,Positive
"Aku suka sudah sama app ini, tapi aku dengar kalau app ini akan di ubah menjadi postingan video saja, tidak boleh memposting foto/gambar, aku harap rencana itu tidak akan terjadi. Karena aku hanya bisa berkomunikasi dengan teman dekat/teman luar negeri Lewat app ini saja. Harap dimengerti 🙏🏻 (I already like this app, but I heard that this app will be changed to video posting only, no photos/pictures allowed, I hope that plan won't happen. Because I'm just a bus 🙏🏻)",3,Neutral
"Apk susah di instal, padahal apk lain bisa di instal. Cuma apk ini aja yang susah. Kenapa ig jdi bug gni sih. Memo juga gk penuh, tapi tetep aja setelah ad tulisan instal tapi tiba tiba kembali ke awal lagi. Udh beberapa sya coba masih tetap. Gak ad perubahn",1,Negative
"Maaf, setiap saya mau bikin story slalu ad tulisan kesalahan dan kadang juga tidak bisa terkirim,. Mutar2 terus, di hapus juga gak bisa mau beralih akun juga gk bisa akhirnya. . Repot kalo kyak gini, selalu hapus dan download aplikasi terus klo lgi error.",4,Positive
"Aplikasi ini sangat mengecewakan,, banyak perubahan, dan pihak instagram juga tdk adil dan sangat sangat tdk adil terutama disaat kita ngepost, jika post kita tdk disukai oleh pihak instagram, pihak instagram langsung menghapusnya ,, apa apaan coba, jd gak nyaman menggunakan fitur ini, kalo gak karena ingin melihat info atau berita disini, udah aku hapus uninstal aja nii apk",1,Negative
"Ini kenapa lagis sih setiap kali di update bukanya nambah baik, setiap kali masuk langsung keluar lagi dan foto dr igs gabisa di simpen ke galeri, setelah itu langsung keluar sendiri.. kalo mau pake effeck juga lama banget loadingnya tolong di perbaiki lagi lah.. banyak kritikan juga akhir akhir ini mengenai instagram. TOLONG yah!",1,Negative
"Saat mengpost video di saya hanya bisa 15 detik padahal di teman² pada bisa lebih, dan saat live itu ga bisa di arsipkan... kadang foto dan video yang disimpan di draf gabisa didownload. Tolong diperbaiki lagi baru saya ganti rating nya, semakin banyak bug semoga semakin di update ga semakin ngawur ini apk tau begini saya ga update, terimakasih",2,Negative
baguss bangett fitur nya juga bagus² dan bisa kenalan dgn orang²,5,Positive
"Tolong diperbaiki, setelah update, halaman muka setelah buka instagram blank putih dan tidak bisa di operasikan termasuk login akun. Tidak bisa dipakai, bug issue compatibillity, bisa jika dowb grade je versi Face****",1,Negative
"kira saya hape dan jaringan yang salah padahal 4G sampe hapus bbrapa aplikasi lain takutnya memori kepenuhan, ternyata emang instagramnya yang error, dari kemaren ga bisa log in. akhirnya saya update ttp ga bisa instal aku hapus, instal ulang ttp ga bisa.",1,Negative
bagus sangat memperoleh hiburan dan impormasi,3,Neutral
SANGAT susah mau kirim gambar hanya bisa utk teman dekat meski cari alamat yg dituju meski bukan teman dekat gak bisa kirim.Ketika ikuti # tpi ketika mau dikirimi gambar dijawab alamat tidak ditemukan.!!!Bikin repot!!Kenapa gak semudah FB atau twitter. Instagram gak terlalu ramah!!Service kurang baik!!!,4,Positive
"Bisa g si, klo ngepost video GAUSAH dijadiin reels melulu. Niatnya cuman mau post video biasa malah jadi reels. Plus, setiap ngubah sampul reels pasti gak lama kemudian malah kembali ke sampul lama. TRUS KENAPA SEKARANG KALO NGEDIT SAMPUL REELS MALAH JADI SUSAHHH!!!!!???!?. Jujur, lebih suka sama fitur igtv daripada reels👎👎",1,Negative
"Makin di upgrade bukan nya makin bagus malah jadi kurang bagus, 1.kadang gk bisa liat siapa aja yg udh liat Story ig 2.kebanyakan iklan apa lagi pas habis liat story 3.kebanyakan promosi video yg gk jelas, jadi beranda nya isi nya gk jelas banget 4.kadang loding nya lumayan lama padahal jaringan oke 5.pas up video/foto ke sg kadang hasil nya buriq",2,Negative
"aku menikmati aplikasi ini, sebab aku bisa melihat para aktor dan aktris kesayangan aku di Korea 🫶❤️ thankyou",5,Positive
