content,score,label_sentiment
like ohhh pokok nya like is the best 😘😘,5,Positive
saya suka,3,Neutral
"aplikasi ga becus, kok bisnis di buat remaja? bisa kerja yang bener g sih?! Tolong perbaiki respon sekarang",1,Negative
ini kok ga bisa yah bikin akun apa ada masalah??,5,Positive
pengalaman yang positif,4,Positive
sangat bagusss,5,Positive
menyimpan foto lebih jernih jika di dwonload ulang,5,Positive
makasih yawc aku seneng bgt,5,Positive
bikin happy,5,Positive
URGEN SEMUA KUDU KE IG INI 😝😝,4,Positive
happtmy wuth instgram,5,Positive
keren,5,Positive
bagus,5,Positive
sangat bagus,4,Positive
"Tampilan feed yg terbaru kurang bagus manjang² gak persegi kaya dulu. makin ke sini settingan algoritma, privasi, dll nya entah jadi kurang seru makin menurun",3,Neutral
fitur terjemah kok gak bisa kenapa?,3,Neutral
ga bisa cari efek,2,Negative
nice,5,Positive
keren,5,Positive
bagus,5,Positive
ok mantap,5,Positive
suka eror saat nonton liv,2,Negative
Kerennn,5,Positive
sangat amat bagus untuk mencari idola ataupun yang lainnya,5,Positive
Sangat luar biasa mantap,5,Positive
"IG SELALU UPDATE YG GAJELAS, SAMPE² GABISA DIBUAT NGEREPOST STORY ORANG 😠😠😠😠😠",1,Negative
mantap,5,Positive
bagus,5,Positive
suka banget,4,Positive
bagus,4,Positive
lambat bgt kalo mau ngubah sorotan,1,Negative
bgus,5,Positive
baik semuanya,5,Positive
itu buat tuh repost benerin kek eee lu ig,1,Negative
sangat membantu,2,Negative
aplikasi ini bagus,5,Positive
👍👍👍👍👍,5,Positive
Buruk,5,Positive
app aneh saya tidak bisa mem follow akun orang lain dan akun lama saya banyak yg keban tampa alasan mohon pertolongannya,1,Negative
mantap,5,Positive
mantap,5,Positive
"sangat bagus dan sangat di anjurkan, banyak konten kreator yg bisa kita jadikan idola di sini, jadilah salaah satu bagian yaaa",5,Positive
yaa asik bang,5,Positive
sangat bermanfaat,5,Positive
pengen jadi selebgram,5,Positive
ok,5,Positive
bolelah,5,Positive
suka banget akuu🥰🥰🥰,4,Positive
bagus bgt,5,Positive
Setiap mau post muka rada' eror kadang bahkan gabisaa,4,Positive
it's very good,4,Positive
bagus,5,Positive
kenapa sih ini instagram jadi akun saya hilang terus semenjak sering update padahal dulu gk foto jadi ga bagus semakin besar mb nya bukanya makin bagus malah makin jelek,1,Negative
bagus,5,Positive
"Tolong lah atasin masalah di akun Instagram saya yang suka like sendiri tanpa sepengetahuan saya, tiap hari saya hapusin ga ada habis nya. saya tunggu perbaikannya, masa Iyah di update tiap Minggu ngga ada sama sekali kemajuan dalam mengatasi Msalah ini. mending kalau yang di like postingan bagus, ini mah mah jelas yang di like konten-konten ga bermutu.",1,Negative
mantap,5,Positive
nyaman aja dengan instagram,4,Positive
sangat baik,5,Positive
baguss banget asikkk bangetttttttt! dan ikuti akun instagram aku ya ini namanya 👉🏻 khalyulxz,5,Positive
membuat lebih baik,5,Positive
hanya aku aja atau mungkin bug ?! ga bisa scroll 😒,2,Negative
mantap,5,Positive
hadehhhh,2,Negative
okey,5,Positive
bgus,4,Positive
ssngat baik,5,Positive
sukaaa,5,Positive
👍👍👍👍,5,Positive
good,5,Positive
baik,5,Positive
luar biasa,5,Positive
kok catatanny hilang?? tolong perbaikannya yaah,3,Neutral
bagussssssssssssss,5,Positive
Kok menginstal nya lama banget aku jadi gak mood deh,3,Neutral
Bagus,4,Positive
Bikin quota jebol,5,Positive
Mantappp,5,Positive
keren,5,Positive
bagus,5,Positive
PERHATIAN untuk INSTAGRAM Chatnya kasih spasi seperti ini ↩️↩️↩️,5,Positive
apk ny asu bgt,2,Negative
kadang suka bug video ngga bisa dilike dan diliat komennya,4,Positive
Saya menemukan bug hubungi saya!!!,5,Positive
ok,4,Positive
bagusss,5,Positive
bagus,5,Positive
bagus,5,Positive
“Akun @heejkeel terkunci karena kehilangan akses autentikasi dua faktor. Sudah lapor lewat formulir resmi tapi belum ada respon selama 7+ hari. Email masih aktif. Mohon bantuannya.”,3,Neutral
good,5,Positive
ok,5,Positive
mantap,5,Positive
aku sukaa sama ige ini sampe aku lupakan tiktok,5,Positive
bagus,3,Neutral
kenapa ya pas mau ngepost malah gagal terus disuruh coba lagi.kan capek bikin deskripsi nya😒,2,Negative
apk gaje sering bikin emosi knpa tiba² keluar mulu si,1,Negative
ig saya gada musik di bio nya padahall udah update terus,1,Negative
memudahkan untuk berbisnis,5,Positive
kenapa ya akun kena suspend terus? padahal baru banget bikin dan gak ngapa ngapain juga,1,Negative
BAGUS (TAPI KURANG BAGUS).,5,Positive
aplikasi ini sangat baguss terimakasih instagram yg telah buat saya jadi lebih semangat mencari wawasan,5,Positive
tolang hilang kan password nya gua udah coba berkali-kali lipat tetapi malah gagal,4,Positive
baik,4,Positive
Suka sama ig,4,Positive
bagus,5,Positive
sya suka aplikasi instagram tapi ada yg hilang d aplikasi terus sya punya 2 akun yg satunya gak bisah kebuka kenapa ya?,5,Positive
sangat memuaskan,5,Positive
"tidak adil nih Instagram, akun pengguna yg lain masih bisa punya menu tambahkan catatan disetiap reels explore, tapi akun saya sudah tidak bisa sama sekali..",1,Negative
ini bisa di perbaikin gak sih masa gak ada efek jj nya,2,Negative
Kenapa aplikasi Instagram ini tidak bisa launch/di buka di perangkat saya. (model Perangkat: Infinix Note 11. mohon segera di proses).,1,Negative
bagus banyak cewek yang gak standar tiktod di sini saya suka👍,5,Positive
baguss.sangat membantu untuk konten creator,4,Positive
"instagram memang bagus bangat ,,👍👍",5,Positive
"bagus banget, udah sih itu aja",5,Positive
ini sangat bagus,5,Positive
Selalu Bersyukur,5,Positive
sangat bagussss,5,Positive
"bagusss, jangan lupa follow yaa cari aja naurasalsabilamariase",5,Positive
"bug nya kebanyakaannn, andai bug nya dikit pasti udh bintang 5",2,Negative
Suka,5,Positive
please fix the bottom of the handphone there is still space on android 32 bit,1,Negative
Apk sangat baguss,5,Positive
saya suka dgn intragram,5,Positive
sangat bagus,5,Positive
Bagus banget 🗿,2,Negative
ok,5,Positive
sangat bagus,5,Positive
kenapa fitur musik di postingan berupa foto kok tidak ada lagi?,2,Negative
"mantap semua lancar,bisa berbagi informasi.",5,Positive
bagus sih,3,Neutral
mantab,4,Positive
good,5,Positive
bagus aplikasi nyah,5,Positive
gk bisa di buka aplikasinya,5,Positive
suka sekali,5,Positive
tiada duanya mantap dah,5,Positive
bagus😎👍,5,Positive
baguuuus bgt coooooooook,4,Positive
aflikasi mantap,5,Positive
bukan bermaksud apa apa kenapa instagram itu efek nya alay ada sih yang gak alay,2,Negative
kenapa g ada fitur komentar di story😭,4,Positive
"plis instagram, buatkan fitur tambah foto untuk postingan yang sudah diupload. soalnya likenya dan komennya udah banyak tapi mau nambahin berberapa foto lagi dipostingan itu 😭🙏🏼",5,Positive
ig GG,5,Positive
Instagram aplikasi terbaik untuk kita,5,Positive
"makin lama makin Gak jelas ni apk, sorotan aja jdi blur ke kompres mulu, padahal dah bagus bagus awalnya, eh pas 2 bulan kemudian blur tu sorotan, jdi gw uninstal dah apk ini, percuma juga ni apk",1,Negative
lumayan bagus,4,Positive
ya ya bagus aplikasinya,5,Positive
sekejap sekejapitu itu itu itu,1,Negative
sangat bagus,5,Positive
sangat bagus untuk menonton vidio,5,Positive
Aplikasi Terbaik🥰,5,Positive
masyaallah bnget,5,Positive
instagram bisa untuk foto tetapi satu sayangnya efeknya,3,Neutral
udh bbrpa kali update tapi gak ad fitur terbarunya,2,Negative
"saya tidak bisa masuk ke akun saya sudah berapa kali saya update ulang tetap gabisa selalu bacaan sandi salah padalan sandi itu benar yang saya buat,saya kecewa saya ingin instagram lebih memperbaiki lagi!!!tolong kembalikan akun sayaa!!!!",1,Negative
cepat proses pengiriman berita,5,Positive
Hiburan mata,5,Positive
bagus bangetttttttttttt,5,Positive
aku gw diban woylah tanpa alasan jelas pas mau Banding ditolak bkin akun baru gak ampe sejam langsung keban lagi dan terus begitu jir🗿😹,1,Negative
"wah sangat""bagus banget fitur terbaru instagram inii dan filternya pun nambah makasih ya instagram sudah menemanii saya waktu dulu 2021 sampai 2025 inii makasih banyak owhh iyaa tambahin fitur baru doang instagram kalo orang screenshot story kita video/foto agar kita tahu siapa yang sering screenshot story kita, dan ketahuan orang yang sering screenshot itu"" thank youu so much instagram, see you next time lgi yahh bayy""👋👋",5,Positive
Instagram bagus tapi tidak bisa memuat narasi yang panjang,5,Positive
ini kenapa ya semenjak di upgred ga jadi ga bisa login lagi,2,Negative
saya senang dengan aplikasi ini,5,Positive
Sangat berguna,5,Positive
keluar terus dari aplikasi nyaa,1,Negative
"tholol,fitur close friend mati ngebug glitch",1,Negative
bagus bgt apk nyaaa,3,Neutral
keren,5,Positive
Ig ku slalu gk bisa live tolong perbarui dong,2,Negative
Aplikasi yang bener bener bagus ketimbang aplikasi yang lain..,5,Positive
Kenapa ig tdk mau menginstal,5,Positive
bagus bgt Ig sekarang sangat seru,5,Positive
fiturnya mohon di perbarui,2,Negative
"aku jujur apk ini paling bagus menurutku aku suka banget sama apk Instagram ini bisa berfoto,berbagi vt atau fto dll semoga tambah bagus ya kedepannya",5,Positive
ok,5,Positive
gooddd,5,Positive
bagus,5,Positive
bagus tapi legg,5,Positive
bgus,5,Positive
✨✨✨✨,5,Positive
bisa berhubungan dgn siapa saja,5,Positive
Instragram memang oke untuk cepat saling silaturahmi dan juga dapat cuan 👍,5,Positive
tidak mau masuk ke akun yang lain padahal sandinya udah bener,1,Negative
mantaf,5,Positive
"Halo tim Instagram, Saya tidak bisa mengakses Pusat Akun. Saat saya coba buka, muncul pesan ""Something went wrong, please try again later"" meskipun saya sudah memperbarui aplikasi, mengganti jaringan, dan mencoba dari perangkat lain. Mohon bantuannya untuk memperbaiki hal ini. Terima kasih.",4,Positive
sekarang ini mantap semuanya berjalan dengan lancar,5,Positive
Semoga lebih bisa memilih postingan yang baik dan tidak baik untuk di take down,5,Positive
bagus,5,Positive
tes filter Ig semoga bagus semua,5,Positive
"baguss banget,tapi kalau bisa,ada catatan gitu lohh. jdi setiap aku liat postingan aku bisa Catat gitu.",5,Positive
sangat jelek,1,Negative
jmpol bicara 👍👍👍👍👍,5,Positive
bagus lah bnyk video meme nya ga kaya di tiktok bikin oon,5,Positive
baik bagus,5,Positive
semakin sukses,5,Positive
ini ngapa ngebug Mulu dah ajg ig gw pler,2,Negative
mantul,5,Positive
𝚜𝚊𝚋𝚊𝚛 𝚋𝚊𝚐𝚞𝚜 𝚝𝚊𝚙𝚒 𝚔𝚊𝚢𝚊 𝚊𝚍𝚊 𝚙𝚎𝚖𝚎𝚛𝚒𝚔𝚜𝚊𝚊𝚗 𝚖𝚊𝚗𝚞𝚜𝚒𝚊 𝚊𝚝𝚊𝚞 𝚛𝚘𝚋𝚘𝚝 𝚝𝚎𝚛𝚜𝚎𝚛𝚊𝚑 𝚜𝚎𝚝𝚎𝚕𝚊𝚑 𝚖𝚎𝚐𝚒𝚐𝚞𝚝𝚒 𝚝𝚞𝚕𝚒𝚜𝚊𝚗 𝚒𝚝𝚞 𝚐𝚊 𝚖𝚊𝚞 𝚋𝚎𝚛𝚑𝚎𝚗𝚝𝚒 𝚝𝚎𝚛𝚞𝚜 𝚔𝚎𝚝𝚒𝚔𝚊 𝚖𝚎𝚖𝚋𝚞𝚔𝚊 𝚊𝚙𝚕𝚒𝚔𝚊𝚜𝚒 𝚝𝚒𝚔𝚝𝚘𝚔 𝚖𝚊𝚜𝚞𝚔 𝚜𝚎𝚗𝚍𝚒𝚛𝚒 𝚔𝚎 𝚒𝚗𝚜𝚝𝚊𝚐𝚛𝚊𝚖 𝚒𝚝𝚞 𝚔𝚊𝚢𝚊 𝚑𝚊𝚛𝚞𝚜 𝚖𝚎𝚗𝚐𝚒𝚜𝚒 𝚙𝚎𝚛𝚒𝚗𝚐𝚊𝚝𝚊𝚗,3,Neutral
instagram n mantap abis,5,Positive
Instagram bgus TPI mkn data,5,Positive
Good,4,Positive
mantap,5,Positive
mantap dah,5,Positive
sangat bagus,5,Positive
tetap exist,5,Positive
"makin makin lama, makin bobrok ae ni aplikasi, perasaan akun cuma gak dia apaain tiba tiba kenapa jadi di private akun gua??, dasar meta tololll",1,Negative
Tidak ada fitur tidak ada cara untuk menghapus semua like secara otomatis,1,Negative
"di ig orang Laen ada efek nya tapi pas aku cari gada malahan yg ada efek"" jadul",1,Negative
"menarik,tapi tolong min diperbaiki lagi,🙏",4,Positive
awesome ❤️,5,Positive
knp ig nya dlm perbaikan,1,Negative
sanggat membantu dlm mediasosial,5,Positive
Versi 378.0.052.68 jadi banyak bug di Infinix Note 40 (Android 14),2,Negative
bagus,4,Positive
"Makin lama makin gak beres ini aplikasi, ga bisa menerjemahkan kolom komentar, lihat caption pas di klik pun gak bisa kebaca semua. cuiiihhh... 🤮",1,Negative
bagus,4,Positive
bagussss,5,Positive
kualitas hd ok,5,Positive
its good,5,Positive
"sebenarnya udah bagus si yang biasa nya tapi malah dipake untuk update yang gajelas, update nya ga merata keseluruh akun lagi, kayak : di akun ini udah ada fitur komen di story, tapi di akun yang lain belum ada, dll sebagainya untuk tambahan, untuk update kedepannya saya harap kalian bisa panjangin durasi song note di Instagram, ratain updatenya di seluruh akun, dan saya harap ada tombol repost di reels maupun postingan",4,Positive
"aku suka aplikasi ini,kita bisa berbagi pengalaman di aplikasi ini,dan mengetahui hal baru, atau info terbaru saat saat ini,dan kita juga bisa berteman dengan orang diluar sana , update nya juga sangat bagus, terimakasih meta, aplikasi buatanmu sangat bagus",5,Positive
keren,5,Positive
instagram seperti whatsap dan tiktok jadi kalau wa org nggak usah pake whatsap kalau nggak punya whatsap sama kaya tik tok jadi kalau main tiktok kalau ngga punya tik tok jadi bisa main di instagram,1,Negative
sangat baik,5,Positive
good,5,Positive
menyenangkan,5,Positive
kok ini gak masuk² ya? padahal udah update,1,Negative
wow,5,Positive
mantttapp dan sangat membantu pekerjaan dan kegiatan lainnya,5,Positive
mantap,5,Positive
Sangat membantu,5,Positive
"hahahhahahah males aja sering cuma ku buat tautkan akun FB doang buta JB lumayan enak sih kalo buat Hb""",4,Positive
"kocak akun gue tiba"" ditangguhkan, balikin lagi akun gue masa gara chat aneh doang ditangguhkan",1,Negative
sangat puas,5,Positive
sangat bagus.,5,Positive
mantap,5,Positive
aplikasi ini sangat memuaskan pokonya baguss sekali🐊🐊,5,Positive
Kren,5,Positive
"sangat membantu,mantap",5,Positive
apk yang sangat bagus,5,Positive
tolong balikin ukuran feed ig seperti dahulu lagi,1,Negative
mantap,5,Positive
"Tolong ignya di prbaiki lgi., kenapa setiap menit harus update sihhhhh ahh elahhh",1,Negative
kembalikan filter jj,5,Positive
sangat bagus😎😎,5,Positive
saya tidak bisa daftar karna pass mau daftar hrus di muat ulangg tolong perbaiki lagi apknya,1,Negative
Seru buruan download 🚀🚀,5,Positive
saya mau minta tolong balikin akun saya yang kata sandi. ya Ega Ganteng 123 dan pake nomor wa saya doang secepatnya terimakasih kenapa Instagram saya mau balikin akun saya tapi yang muncul bukan akun saya,3,Neutral
good,5,Positive
Bagus,5,Positive
Vilter terlalu biasa,3,Neutral
"tiba tiba followers berkurang/bertambah sendiri, buat story selalu ngebug, postingan awalnya resolusinya tinggi lama lama jadi burik, ancur dehh pokoknya",1,Negative
plis jan blok akun sy,1,Negative
ok,5,Positive
lol akun gua di tangguhkan apa coba,1,Negative
"apk nya baru dua hari instal langsung force close, padahal hp gw kuat aja",1,Negative
ini gabisa buat akun baru kon,1,Negative
"Aplikasi bodoh, sulit dimengerti, untuk pengamanan autentikasi 2 faktor, mempersulit login,, aplikasi bodong",1,Negative
baik,3,Neutral
ok,5,Positive
gak bisa login,1,Negative
tolong kenapa fitur komentar story di akun saya gaada,1,Negative
ok,5,Positive
bagus,5,Positive
bagus sekali dan juga saya merasa nyaman saat pakai aplikasinya,5,Positive
bgus ✌🏼,5,Positive
so goodd,5,Positive
halo pihak Instagram kenapa saya mau ig saya sendiri sandi sudah bener kenapa tidak bisa masuk terus terusan mohon di perbaiki admin🙏🏼,1,Negative
ngepost masih malah jadi buram,4,Positive
balikin ig kya dlu plz,1,Negative
kenapa tidak ada fitur komentar di story sayaaaaaaa,4,Positive
KAGA JELAS TIBA TIBA AKUN GUA KEBANEED PADAHAL KAGA NGAPA²IN KAGA MACEM MACEM TOLONG DONG PIHAK INSTAGRAM DIPERBAIKI LAGI SANGAT MERUGIKAN!!!!!!!!!!!!!!!!,1,Negative
baik,5,Positive
bgus dan mudah mencari teman,5,Positive
arsip ig kok jadi burem:(,2,Negative
good enough,5,Positive
"Tolong kurangin iklan JUDI ONLINE yg ga jelas itu, sangat amat mengganggu,apk babi iklan ga jls makin banyak pepek lah",1,Negative
baik,5,Positive
"ok, Aplikasi bertahan. dengan spec Normal",4,Positive
PLISSSS CATATAN NYAA ADAIN LAGIIII🥹,5,Positive
"banyak bug yang perlu diperbaiki, mau upload story malah layarnya & pilihan filter mengecil, story orang jadi zoom banget",2,Negative
baik,5,Positive
sangat bagus ya instagram,5,Positive
iya,5,Positive
suka,5,Positive
it's the best👍👍🤝,5,Positive
bagus 😁,5,Positive
bagus banget,5,Positive
kenapa akun ig saya dibatasi ?,5,Positive
oke,5,Positive
lebih banyak mengenal berbagia karakter orang,5,Positive
bagusss apk ny wajib download yak,5,Positive
keren,5,Positive
sangat membantu dn sangat bagus,5,Positive
mantap,5,Positive
kenapa sekarang aga lemot ya?,2,Negative
bagus,4,Positive
Keren,5,Positive
cukup bagus,5,Positive
ok top mantap,5,Positive
senang di dlm mencari persyahabatan lewat ig,5,Positive
👍🏿,5,Positive
Penyajian Informasi dan konten bagus,5,Positive
Gooddd,5,Positive
keren,5,Positive
mengagumkan,5,Positive
aplikasi nya bangus menurut saya karena asik semua teman ❤️‍🩹,5,Positive
sangat bagus🗿🗿,1,Negative
baik sekali,5,Positive
Mau nonaktifin mode tidur aja susah bet sekarang,1,Negative
em pada gak bagus karna saya mau keluar eh malah gk bisa masuk ig lagi,1,Negative
bagus aplikasinya mantap TPI ngelag aja klo mau ngepost video,5,Positive
kenapa Instagram saya gak bisa buka,5,Positive
ok,5,Positive
sangat bagus dan membantu,5,Positive
i think this APK have bug i can't add music in my profil,1,Negative
Appall bar b,1,Negative
balikin feeds kotak pls 😓😓,2,Negative
good job,5,Positive
iih ha,5,Positive
Baik dan menyenangkan..,5,Positive
bagus,5,Positive
keren👍,5,Positive
bagus,5,Positive
ok,5,Positive
baguss gak ngeleh lagii,5,Positive
keren,5,Positive
ok,5,Positive
😍,5,Positive
oke,5,Positive
ok bagus,5,Positive
sangat cocok untuk bersosialisasi dan berbisnis dan punya banyak teman,5,Positive
terbaik,5,Positive
"tolong jangan menye² dong,masak akun Instagram yg dri publik, langsung privat, padahal aku ga ada pencet privat,pokoknya cepet perbaiki!!",1,Negative
"bayak bug nya tolong di perbaiki ,,",1,Negative
ig keren,5,Positive
ok,5,Positive
Great Experience!,5,Positive
gak bisa di buka gais,1,Negative
"min knp gw g dpt fitur ngatur layer di feeds story, pdhl tuh fitur dh lama kan pengen nyobain",3,Neutral
"updatean skrg gajelas semua, feed gua ancur semuaaaaa, balikin jadi 1:1 cok, ayolah pusing iblis ngatur ulang nya, mana kadang ke crop asuu",1,Negative
good,5,Positive
bagus,5,Positive
"balikin fitur yang dulu gakkk😤😤, ga suka bgt sm fitur yg sekarang, filternya banyak yg ilang juga mana bagus baguss lagi yang di ilangin, tolongg yeaa ig balikin filter² yang duluuuu",3,Neutral
"dipercepat proses akun ditangguhkan saya (@amaraazkaplw), saya tidak melakukan hal yg melanggar komunitas Instagram.",1,Negative
bagus,5,Positive
apa kek enda pernah updetttt,5,Positive
keren,5,Positive
bagus,5,Positive
sangat bagus tp filter JJ hilang,5,Positive
Senang bisa men@mbah wawasan sesama pengguna,5,Positive
mantap,5,Positive
"salam kenal,,,,,",5,Positive
apl nya sangat berfungsj,5,Positive
Kampreeert baru di up date uda minta lagi.. file juga besar.. parah .,5,Positive
tlah lama,4,Positive
fitur ditandai di acc orang diilangin gak seru,1,Negative
knapa sih tiap mau buka reels dr dm slalu kluar aplikasi? mls,2,Negative
terbaik pokoknya,5,Positive
aplikasi ini sangat berguna ketiak kita akan mengebadikan momen yang indah sekian terimagajih,5,Positive
👍👍,5,Positive
bagus bgtt,5,Positive
baguss,5,Positive
"bagus sii menurutku tapii uda ku apus, soalnya bnyak bngt woii filter fav ak yang ilang di ig, jadi plis, tolong kembaliin lagi filter filter yng ud ilang😔🙏 tapi iniii apk nya bagus kokk🤍",3,Neutral
"Instagram sekarang buruk tgl pembuatan postingan yg dulu di bawah di ubah ke atas malah seringan gak muncul, jadi gak tau postingan kapan itu. terus tanggapan reaksi di hapuskan padahal itu fitur yg menarik ketika ada di Instagram",1,Negative
akun saya tiba tiba menjadi privat. tidak bisa saya ubah apa ada yang salah?,1,Negative
👍👍✌,5,Positive
aku akan dukung semuanya apuoun,5,Positive
"aplikasi nya bagus banget,,, dan admin tolong tambahin fitur posting ulang, sama seperti di tiktok boleh...?",5,Positive
kenapa sihh ig aku bisa error,1,Negative
gak bisa login dan mau ganti paswordnya kok coba lagi mulu,1,Negative
mantab,5,Positive
gg kata ilham,5,Positive
keren,5,Positive
mantap pokoknya,5,Positive
"aplikasi ini sangat bagus, ditambah konten-konten yang sangat keren 👍🏽",5,Positive
➡️➡️➡️ 👍🏽,5,Positive
ok,5,Positive
kadang suka lag,4,Positive
Aku gK suka instagram,1,Negative
BAGUS BANGET LHOO GUYSS,5,Positive
baik,5,Positive
mantap,4,Positive
"hmm.... lumayan lah ya, untuk foto foto, saya pernah ada yang ngechat gak jelas, kalau ingat itu kadang kesal, semoga saya download kali ini lebih berguna dan yapss gakkenapanapa semoga",3,Neutral
kece jadilah,4,Positive
bgus banget ya kak,5,Positive
baikk,5,Positive
Thanks you,5,Positive
sangat bagus,4,Positive
sangat bagus,5,Positive
raonok penjelasan pkok e apik apk ne,5,Positive
kenapa sekarang Instagram dibatasi buat pakainya anjingg,1,Negative
keren,5,Positive
sangat senang,5,Positive
sangat membantu,5,Positive
apk nya wangatt bagusss,5,Positive
"Nih ya buat IG lu ada masalah apa, akun gw di tangguhkan padahal ga pake pihak ke3 atau ngelakuin aneh aneh. Sumpah greget banget asli kecewa ga seperti dlu. Akun gw ilang trus tanpa ada keterangan jelas",1,Negative
di sg(status instagram) nya banyak iklan judol. itu kenapa yahh? emang di izinin atau gimana min? 😹,1,Negative
"Kecewa, ketika saya berkomentar di postingan/reel orang lain, ada petunjuk yang seolah olah memberitahu pengikut saya, bahwa saya telah berkomentar dan kata-katanya terlihat serta dapat dibaca. walaupun mereka adalah pengikut saya, saya tetap tidak setuju dan merasa privasi saya terbuka. Tolong kembalikan seperti biasa, saya tidak ingin privasi saya terganggu.",2,Negative
Nice,5,Positive
saya sangat suka sama aplikasi ini 😇,5,Positive
bagus,5,Positive
saya jarang fyp dikasih sama meta,5,Positive
"daftar mengikuti saya error, yang seharusnya udah 100 lebih malah mentok terus di 99, mohon diperbaiki.",1,Negative
semakin sukses instagram,5,Positive
sngt bgus,5,Positive
bagus ketika lagi gk mood hebat aplikasi ini saya suka dengan aplikasi ini😊,5,Positive
"kenapa dengan laman pencairan saya kebanyakan foto alam dan keindahan alam, padahal saya dak minat Dengan hal begituan, tolong Instagram atasi",1,Negative
sangat menyenangkan,5,Positive
sangat cocok untuk mencari berita,5,Positive
bagus banget,5,Positive
bagusss bangettt,5,Positive
ig mantap pkoknya.,5,Positive
bagus untuk mengabadikan momen penting dan berharga dalam kehidupan kita,5,Positive
Instagram dukung hal yg aneh,5,Positive
Baik,5,Positive
bagus,5,Positive
Kenapa setelah di update catatan/note di reels di hapus udah gak ada padahal aku sudah suka banget 🥺😢 untuk durasi lagu di story tambahin dong jadi 30 detik,2,Negative
aplikasi ini sangat bagus,5,Positive
"aplikasinya bagus, cuma ada bug. Dan saya harap apk ini bisa di update jadi lebih baik dan bagus",4,Positive
knpa gbisa post pake grid yak,2,Negative
sangat cocok untuk semua,5,Positive
Bagus aja sih,4,Positive
kok istagram udah ga ada catatannya ya..🗿,3,Neutral
baik,5,Positive
good,5,Positive
keren,5,Positive
masih sering mengalami bug,3,Neutral
filter nya banyak yang kurang menarik,5,Positive
jos konthollllll,5,Positive
mNtap,5,Positive
mengasikan,5,Positive
mantaeeeppp,5,Positive
Luar biasa,5,Positive
Jangkauan luassss,5,Positive
⭐⭐⭐⭐⭐,5,Positive
apl ini sngt membuat z tertarik🫡🫡,5,Positive
verry good,5,Positive
"saya suka sekali mengunakan instgaram, karna saya bisa menemukan banyak temen di instgram",5,Positive
lama banget ada fitur barunya di akun ig ku padahal udh di update,3,Neutral
"malas banget filternya pada hilang, huuu",1,Negative
"aplikasi nya bagus.. tapi tolong, tambahkan sebuah fitur untuk memindah foto di postingan yang sudah terlanjur terposting, untuk mengurutkan lagi agar sesuai keinginan kita sebagai pengguna, soalnya tadi saya salah urutan fotonya, ada foto/vidio yang saya mau pindah urutannya terimakasih, semoga direspon",5,Positive
Tolong diperbaiki pada saat melihat reels tidak ada komentar padahal ada ribuan komentar,1,Negative
"ig kdang kenapa klo buat bikin story gbisa selalu terjadi kesalahan! trus klo up foto dari galeri sudah hd kalo di ig gak hd! trus kalo story diarsipkan kdang menghilang kdang muncul lagi,stres!",1,Negative
lumayan,3,Neutral
"Instagram memperluas wawasan, berkreasi, bermedia sosial banyak info tekhnologi yang didapat",2,Negative
such a cute app,5,Positive
Nice app,5,Positive
Topppp,5,Positive
Semoga Ig bisa ada fitur edit kecerahan dll,5,Positive
good,5,Positive
mantap,5,Positive
saya sangat menyukai nya,5,Positive
aplikasi yang paling bagus,5,Positive
terimakasih supportnya,5,Positive
apk gak burik,5,Positive
Seru bagus Mirip seperti tiktok,5,Positive
aku sangat senang sekali bisa lihat informasi,5,Positive
sudah improve baguss,4,Positive
mantap,5,Positive
ngebak padahal udah diapdet ada pemberitahuan pas di cek ga ada.,1,Negative
sangat seru,5,Positive
nice,5,Positive
"di Indonesia harusnya smua pngguna,akun ig bsa ceklis biru tpi ini ngga,bikin kesel",1,Negative
"seru,gokil👍",5,Positive
efek nya gak ada yg bagus pada ilang semua yg pada bagus,2,Negative
sangat menarik,5,Positive
ok,5,Positive
the best sih,5,Positive
mantap,5,Positive
bagus,5,Positive
update nya lama di hp smsng,2,Negative
iklan judi online dan slot dimana mana swipe story dkit judi online please instagram fix it iam so annoying about that ads,1,Negative
Sangat menghiburkan,5,Positive
aplikasinya bagus banget menurutku,5,Positive
kenapa harus privasi,1,Negative
sangat berguna..,5,Positive
MANTAP,5,Positive
sangat bagus,5,Positive
good,5,Positive
terima kasih.,5,Positive
seru sekali,5,Positive
bug nya banyak banget cone tall,1,Negative
aplikasinya ga cocok di HP saya karena ngelek bgt,2,Negative
"Instagram makin kesini makin lemot dan mengecewakan pengguna nya gara gara sering di upgrade terus menerus... Terima kasih... Tolong kalau mau upgrade, makin di rusak ya 🥹 Tuhan memberkati.",1,Negative
👍👍👍,5,Positive
makin top,5,Positive
"sejauh ini apak ini sangat membantu utk berinteraksi dalam bermedsos,dan menambah wawasan",5,Positive
👍,5,Positive
semopurna,4,Positive
Sangat Bagus klo buat Story di ig,5,Positive
👍,5,Positive
tidak jelas tidak bisa bikin vidio foto....,1,Negative
nice,5,Positive
bagus banget Instagram ini aku suka aku kasi Bintang 5 deh soalnya bagus bet,5,Positive
tapi boonkk city city velocity🤭🥲😋keeeeeeesyefjkl gj banget gww,1,Negative
terus bergerak,5,Positive
Keren banget,5,Positive
Keren,5,Positive
keren sekali,5,Positive
mantap,5,Positive
